player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,play_styles
215430,2025-03-01,"Tortol Jonathan Lumanza Lembi - FIFA 22 - Aug 18, 2022 | SoFIFA", Tortol Jonathan Lumanza Lembi,"Tortol Lumanza Lembi (Tortol Jonathan Lumanza Lembi, born 13 April 1994) is a Belgian footballer who plays as a center midfield for Norwegian club Stabæk Fotball. In the game FIFA 22, his overall rating is 62.",https://cdn.sofifa.net/players/215/430/22_120.png,178,70,1994-04-13,"CM,CDM",62,62,€425K,€950,Right,4 ,3 ,1 ,Medium/Medium,Stocky (170-185),No,€531K,,917,Stabæk Fotball,41,Eliteserien,https://cdn.sofifa.net/meta/team/484/30.png,63,SUB,67,2019-08-01,2023,,,,,,,,,56,48,57,65,45,63,59,46,63,63,63,63,54,58,72,66,69,58,76,57,63,63,62,63,51,64,58,62,60,11,7,13,10,8,Long shot taker (AI)
271291,2025-03-01,Martim Tavares -, Martim Miguel Carneiro Tavares,"Martim Tavares (born 10 November 2003) is a Portuguese footballer who plays as a striker for Portuguese club Boavista FC. In the game FC 24, his overall rating is 64.",https://cdn.sofifa.net/players/271/291/24_120.png,183,75,2003-11-10,ST,64,81,€1.5M,€2K,Right,3 ,2 ,1 ,High/Medium,Normal (170-185),No,€4.1M,,1898,Boavista FC,308,Primeira Liga,https://cdn.sofifa.net/meta/team/960/30.png,70,SUB,59,2021-07-01,2024,,,,,,,,,45,69,60,61,65,58,49,36,46,61,70,54,65,63,60,65,74,61,72,61,29,16,66,60,70,58,20,15,23,12,5,10,11,15,
200918,2025-03-01,"Christoph Knasmüllner - FIFA 23 - Sep 11, 2023 | SoFIFA", Christoph Knasmüllner,"Christoph Knasmüllner (born 30 April 1992) is an Austrian footballer who plays as a central attacking midfielder for Austrian club SK Rapid. In the game FIFA 23, his overall rating is 67.",https://cdn.sofifa.net/players/200/918/23_120.png,181,70,1992-04-30,"CAM,CM",67,67,€975K,€10K,Right,3 ,3 ,1 ,Medium/Low,Lean (170-185),No,€1.4M,,254,SK Rapid,80,Bundesliga,https://cdn.sofifa.net/meta/team/3678/30.png,68,SUB,8,2018-06-15,2023,,,,,,,,,63,62,45,65,62,65,68,65,62,70,73,75,73,65,70,64,72,75,61,64,55,52,64,73,67,66,33,42,43,6,14,8,9,9,"Playmaker (AI), Technical dribbler (AI)"
180206,2025-03-01,"Miralem Pjanić - FIFA 23 - Sep 1, 2022 | SoFIFA", Miralem Pjanić,"Miralem Pjanić (born 2 April 1990) is a Bosnia and Herzegovina footballer who plays as a center midfield for Spanish club FC Barcelona. In the game FIFA 23, his overall rating is 81.",https://cdn.sofifa.net/players/180/206/23_120.png,178,72,1990-04-02,"CM,CDM",81,81,€20M,€145K,Right,4 ,3 ,3 ,Medium/Medium,Normal (170-185),Yes,€41M,FK Specialist,241,FC Barcelona,53,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,84,SUB,16,2020-08-24,2024,,,,,,,,,80,59,60,86,72,81,86,92,82,84,67,64,74,83,80,78,59,,60,80,70,77,68,83,78,86,78,73,71,7,7,13,7,8,"Finesse shot, Long passer (AI), Playmaker (AI), Outside foot shot"
258962,2025-03-01,"Long Wenhao - FIFA 23 - Sep 1, 2022 | SoFIFA",Long Wenhao龙文灏,"Long Wenhao (龙文灏, Long Wenhao, born 30 March 1997) is a Chinese footballer who plays as a goalkeeper for Chinese club Guangzhou City. In the game FIFA 23, his overall rating is 53.",https://cdn.sofifa.net/players/258/962/23_120.png,185,83,1997-03-30,GK,53,57,€100K,€1K,Right,1 ,1 ,1 ,Medium/Medium,Lean (185+),No,€163K,,112429,Guangzhou City,2012,Super League,https://cdn.sofifa.net/meta/team/9928/30.png,62,RES,26,2020-09-01,2026,,,,,,,,,13,6,10,26,4,11,12,10,15,13,27,29,29,47,45,36,57,17,47,8,24,5,5,27,11,23,6,9,13,58,49,48,49,55,
70329,2025-03-01,Filip Damjanović -,Filip DamjanovićФилип Дамјановић,"Filip Damjanović (born 2 July 1998) is a Serbian footballer who plays as a center back for Turkish club Konyaspor. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/070/329/25_120.png,188,80,1998-07-02,CB,64,69,€775K,€11K,Right,2 ,2 ,1 ,,Normal (185+),No,€1.6M,,101033,Konyaspor,68,Süper Lig,https://cdn.sofifa.net/meta/team/2632/30.png,68,SUB,33,2024-01-24,2026,,,,,,,,,29,25,65,55,15,28,28,17,43,58,35,51,42,61,42,59,67,68,79,23,73,58,28,26,45,55,64,63,66,6,10,14,14,14,Power Header
221489,2025-03-01,"Jason Flores Abrigo - FIFA 23 - Dec 17, 2022 | SoFIFA", Jason Flores Abrigo,"Jason Flores (Jason Flores Abrigo, born 28 February 1997) is a Chilean footballer who plays as a left midfield for Chilean club CD Antofagasta. In the game FIFA 23, his overall rating is 69.",https://cdn.sofifa.net/players/221/489/23_120.png,167,65,1997-02-28,"LM,CAM,RM",69,72,€1.8M,€4K,Right,3 ,4 ,1 ,High/Medium,Normal (170-),No,€2.6M,Acrobat,112533,CD Antofagasta,335,Primera Division,https://cdn.sofifa.net/meta/team/14639/30.png,66,RW,10,2019-01-23,2022,,,,,,,,,65,66,51,62,55,75,57,65,58,72,80,80,90,62,90,67,71,66,37,65,27,25,67,58,65,58,37,12,13,13,10,11,7,16,"Early crosser, Speed dribbler (AI)"
255388,2025-03-01,Jaen Carlos Pineda Jiménez -, Jaen Carlos Pineda Jiménez,"Jean Carlos Pineda (Jaen Carlos Pineda Jiménez, born 17 September 1997) is a Colombian footballer who plays as a center midfield for Colombian club Águilas Doradas. In the game FC 24, his overall rating is 72.",https://cdn.sofifa.net/players/255/388/24_120.png,179,70,1997-09-17,"CM,RM,LM",72,75,€3.1M,€2K,Right,3 ,2 ,1 ,Medium/Medium,Lean (170-185),No,€4.6M,,112578,Águilas Doradas,336,Categoría Primera A,https://cdn.sofifa.net/meta/team/172/30.png,69,RCM,16,2023-01-07,2024,,,,,,,,,55,66,52,79,52,69,58,51,77,70,81,76,72,67,71,70,70,74,61,75,48,66,70,72,52,58,70,67,65,6,7,10,12,6,"Power Shot, First Touch, Press Proven, Long Shot Taker (CPU AI)"
232296,2025-03-01,Fahd Moufi -,Fahd Moufiفهد موفي,"Fahd Moufi (born 5 May 1996) is a Moroccan footballer who plays as a right back for Croatian club Hajduk Split. In the game FC 25, his overall rating is 71.",https://cdn.sofifa.net/players/232/296/25_120.png,177,77,1996-05-05,RB,71,71,€1.7M,€18K,Right,3 ,2 ,1 ,,Stocky (170-185),No,€3.7M,,263,Hajduk Split,317,Hrvatska nogometna liga,https://cdn.sofifa.net/meta/team/906/30.png,70,SUB,18,2023-07-11,2026,,,,,,,,,67,28,57,68,26,69,57,35,57,68,73,74,69,68,72,59,75,84,75,42,75,67,60,65,46,69,66,69,68,7,12,8,10,11,"Block, Intercept"
238011,2025-03-01,"Petar Pušić - FIFA 23 - Sep 11, 2023 | SoFIFA", Petar Pušić,"Petar Pušić (born 15 January 1999) is a Swiss footballer who plays as a central attacking midfielder for Swiss club Grasshopper Club Zürich. In the game FIFA 23, his overall rating is 67.",https://cdn.sofifa.net/players/238/011/23_120.png,169,63,1999-01-15,"CAM,LM,LB",67,73,€1.6M,€4K,Right,4 ,3 ,1 ,Medium/Medium,Normal (170-),No,€2.6M,,322,Grasshopper Club Zürich,189,Super League,https://cdn.sofifa.net/meta/team/2866/30.png,67,SUB,10,2017-03-01,2023,,,,,,,,,72,64,52,65,28,71,66,68,66,68,73,74,80,65,82,74,70,76,56,67,58,45,65,66,60,64,30,58,56,8,6,5,12,13,"Flair, Playmaker (AI)"
213602,2025-03-01,Osvaldo Javier Bosso Torres -, Osvaldo Javier Bosso Torres,"Osvaldo Bosso (Osvaldo Javier Bosso Torres, born 14 October 1993) is a Chilean footballer who plays as a center back for Chilean club Audax Italiano. In the game FC 24, his overall rating is 66.",https://cdn.sofifa.net/players/213/602/24_120.png,177,75,1993-10-14,"CB,CDM,CM",66,66,€725K,€1K,Right,3 ,2 ,1 ,Medium/High,Lean (170-185),No,€979K,,101097,Audax Italiano,335,Primera Division,https://cdn.sofifa.net/meta/team/8046/30.png,65,LCB,4,2013-01-01,2023,,,,,,,,,53,31,64,65,30,52,58,35,59,59,74,74,70,58,71,42,74,69,66,47,65,70,54,44,38,58,67,68,64,14,9,8,12,16,"Block, Team Player"
229674,2025-03-01,Benjamin Lee Tollitt -, Benjamin Lee Tollitt,"Ben Tollitt (Benjamin Lee Tollitt, born 30 November 1994) is a British footballer who plays as a right midfield for British club Morecambe. In the game FC 25, his overall rating is 59.",https://cdn.sofifa.net/players/229/674/25_120.png,182,76,1994-11-30,"RM,LM",59,59,€220K,€7K,Right,2 ,3 ,1 ,,Lean (170-185),No,€385K,,357,Morecambe,61,League Two,https://cdn.sofifa.net/meta/team/772/30.png,60,RM,18,2024-07-12,2025,,,,,,,,,56,54,38,55,49,57,54,51,47,56,76,74,72,55,68,57,56,66,59,55,45,49,54,55,49,55,43,44,41,11,10,7,14,8,Injury Prone
260736,2025-03-01,Diego Valentín Rodríguez Alonso -, Diego Valentín Rodríguez Alonso,"Valentín Rodríguez (Diego Valentín Rodríguez Alonso, born 13 June 2001) is a Uruguayan footballer who plays as a left midfield for Argentine club Gimnasia y Esgrima La Plata. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/260/736/25_120.png,173,71,2001-06-13,"LM,LW,LB",69,76,€2.8M,€10K,Left,3 ,3 ,1 ,,Lean (170-185),No,€4.8M,,101084,Gimnasia y Esgrima La Plata,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/470/30.png,70,LB,26,2021-01-01,2025,,,,,,,,,68,60,57,67,67,67,60,46,61,70,81,78,78,64,83,50,74,68,64,57,66,59,65,62,60,68,65,64,65,7,8,12,13,7,"Rapid, Quick Step"
220605,2025-03-01,"Jhoao Leandro Rodríguez González - FIFA 22 - Jan 11, 2022 | SoFIFA", Jhoao Leandro Rodríguez González,"Joao Rodríguez (Jhoao Leandro Rodríguez González, born 19 May 1996) is a Colombian footballer who plays as a left winger for Colombian club América de Cali. In the game FIFA 22, his overall rating is 64.",https://cdn.sofifa.net/players/220/605/22_120.png,177,71,1996-05-19,"LW,LM,ST",64,67,€775K,€1K,Right,3 ,4 ,1 ,High/Medium,Lean (170-185),No,€1.1M,,101099,América de Cali,336,Categoría Primera A,https://cdn.sofifa.net/meta/team/9269/30.png,65,LM,9,2021-07-16,2026,,,,,,,,,58,60,51,64,51,65,62,60,56,63,75,74,70,63,70,55,47,60,50,55,42,32,62,60,61,60,55,31,30,9,10,12,12,13,"Flair, Technical dribbler (AI)"
219932,2025-03-01,Arnaldo Antonio Sanabria Ayala -, Arnaldo Antonio Sanabria Ayala,"Antonio Sanabria (Arnaldo Antonio Sanabria Ayala, born 4 March 1996) is a Paraguayan footballer who plays as a striker for Italian club Torino. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/219/932/25_120.png,180,70,1996-03-04,ST,77,77,€11M,€51K,Right,4 ,3 ,1 ,,Lean (170-185),Yes,€18.7M,,54,Torino,31,Serie A,https://cdn.sofifa.net/meta/team/613/30.png,76,SUB,9,2021-01-31,2025,,,,,,,,,63,79,76,76,67,80,69,64,63,80,78,73,82,75,76,78,83,60,67,65,36,21,82,69,66,78,42,20,15,8,14,9,14,13,
273878,2025-03-01,Nihal Sudeesh -, Nihal Sudeesh,"Nihal Sudeesh (born 18 June 2001) is an Indian footballer who plays as a striker for Indian club Punjab FC, on loan from Kerala Blasters FC. In the game FC 25, his overall rating is 50.",https://cdn.sofifa.net/players/273/878/25_120.png,172,70,2001-06-18,"ST,RW,LM",50,59,€100K,€2K,Right,4 ,2 ,1 ,,Lean (170-185),No,,,115202,Punjab FC,2149,Super League,https://cdn.sofifa.net/meta/team/18189/30.png,57,SUB,77,,"May 31, 2025",,,,,,,,,46,50,37,45,45,52,43,40,48,52,67,69,66,33,72,58,50,56,60,49,29,27,46,44,46,46,36,36,35,13,14,15,9,10,
239748,2025-03-01,Filip Blažek -, Filip Blažek,"Filip Blažek (born 11 March 1998) is a Slovak footballer who plays as a center back for Romanian club Unirea Slobozia, on loan from Rapid Bucuresti. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/239/748/25_120.png,188,85,1998-03-11,"CB,CDM",64,67,€675K,€9K,Right,3 ,2 ,1 ,,Normal (185+),No,,,131459,Unirea Slobozia,330,Liga I,https://cdn.sofifa.net/meta/team/8132/30.png,63,SUB,14,,"Jun 30, 2025",,,,,,,,,43,25,63,58,33,58,39,33,50,55,73,74,66,60,60,43,80,65,76,28,67,63,20,35,35,60,59,65,64,8,5,11,8,8,
260147,2025-03-01,Naorem Roshan Singh -, Naorem Roshan Singh,"Roshan Singh (Naorem Roshan Singh, born 2 February 1999) is an Indian footballer who plays as a left back for Indian club Bengaluru FC. In the game FC 25, his overall rating is 59.",https://cdn.sofifa.net/players/260/147/25_120.png,172,68,1999-02-02,"LB,RB,LM",59,59,€230K,€2K,Left,4 ,2 ,1 ,,Lean (170-185),No,€311K,,113302,Bengaluru FC,2149,Super League,https://cdn.sofifa.net/meta/team/492/30.png,62,LB,32,2020-08-01,2026,,,,,,,,,56,45,36,57,50,58,55,54,55,56,63,68,69,55,81,56,52,76,64,54,34,55,52,53,49,52,50,56,55,7,14,12,11,15,Anticipate
72999,2025-03-01,Edgar Kaizer -, Edgar Kaizer,"Edgar Kaizer (born 7 April 2004) is a German footballer who plays as a center back for German club FC Energie Cottbus. In the game FC 25, his overall rating is 57.",https://cdn.sofifa.net/players/072/999/25_120.png,191,88,2004-04-07,CB,57,64,€300K,€1K,Left,3 ,2 ,1 ,,Lean (185+),No,€495K,,162,FC Energie Cottbus,2076,3. Liga,https://cdn.sofifa.net/meta/team/3322/30.png,64,RES,15,2023-07-01,2025,,,,,,,,,32,25,54,43,25,40,29,24,37,44,55,54,47,53,49,38,64,53,74,27,49,57,25,29,38,48,55,60,58,9,12,6,11,12,
248833,2025-03-01,"Zé Uilton - FIFA 23 - Sep 11, 2023 | SoFIFA", José Uilton Silva de Jesus,"Zé Uilton (born 25 July 1992) is a Brazilian footballer who plays as a left winger for Portuguese club FC Paços de Ferreira. In the game FIFA 23, his overall rating is 68.",https://cdn.sofifa.net/players/248/833/23_120.png,175,67,1992-07-25,"LW,RW",68,68,€1.2M,€5K,Right,3 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€2.5M,,1892,FC Paços de Ferreira,308,Primeira Liga,https://cdn.sofifa.net/meta/team/1122/30.png,68,SUB,9,2018-07-01,2024,,,,,,,,,68,66,40,66,54,70,64,35,58,69,77,74,76,67,75,63,59,81,48,57,40,25,63,62,58,62,23,39,36,9,7,8,7,6,Early crosser
261206,2025-03-01,Ihor Kharatin -, Ihor Kharatin,"Igor Kharatin (Ihor Kharatin, born 2 February 1995) is a Ukranian footballer who plays as a central defensive midfielder for Polish club Legia Warszawa. In the game FC 24, his overall rating is 65.",https://cdn.sofifa.net/players/261/206/24_120.png,188,76,1995-02-02,"CDM,CM",65,65,€625K,€3K,Right,3 ,2 ,1 ,Medium/Medium,Normal (185+),No,€844K,,1871,Legia Warszawa,66,Ekstraklasa,https://cdn.sofifa.net/meta/team/349/30.png,68,SUB,14,2021-09-01,2024,,,,,,,,,43,61,56,66,48,61,50,52,64,65,55,52,49,57,47,55,66,66,72,63,62,63,58,59,69,48,63,65,63,9,6,14,11,7,
230213,2025-03-01,"Kaíqundo Calado - FIFA 23 - Apr 6, 2023 | SoFIFA", Kaíqundo Calado Dimas,"Kaíqundo Calado (born 29 February 1996) is a Brazilian footballer who plays as a right back for Brazilian club Atlético Clube Goianiense. In the game FIFA 23, his overall rating is 75.",https://cdn.sofifa.net/players/230/213/23_120.png,184,77,1996-02-29,"RB,CDM",75,75,€5.5M,€13K,Right,1 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€10.5M,,112119,Atlético Clube Goianiense,7,Série A,https://cdn.sofifa.net/meta/team/8331/30.png,72,RDM,15,2022-06-20,2025,,,,,,,,,70,49,63,67,41,73,60,35,60,69,76,87,75,77,56,60,67,76,74,47,69,74,68,62,49,60,74,73,69,11,15,7,12,10,
255266,2025-03-01,Obed Nkambadio -, Obed Nkambadio,"Obed Nkambadio (born 7 February 2003) is a French footballer who plays as a goalkeeper for French club Paris FC. In the game FC 25, his overall rating is 70.",https://cdn.sofifa.net/players/255/266/25_120.png,190,86,2003-02-07,GK,70,79,€3.1M,€2K,Right,2 ,1 ,1 ,,Normal (185+),No,€6.2M,,111817,Paris FC,17,Ligue 2,https://cdn.sofifa.net/meta/team/4508/30.png,70,GK,16,2020-07-01,2027,,,,,,,,,13,8,11,28,5,8,10,14,25,16,31,28,39,66,41,50,48,20,47,5,20,11,5,39,17,36,6,10,14,71,68,66,69,72,
254986,2025-03-01,"Joffre Andrés Escobar Moyano - FIFA 22 - Jan 11, 2022 | SoFIFA", Joffre Andrés Escobar Moyano,"Joffré Escobar (Joffre Andrés Escobar Moyano, born 24 October 1996) is an Ecuadorian footballer who plays as a striker for Ecuadorian club Independiente del Valle. In the game FIFA 22, his overall rating is 65.",https://cdn.sofifa.net/players/254/986/22_120.png,180,70,1996-10-24,ST,65,69,€1M,€500,Right,3 ,2 ,1 ,Medium/Medium,Lean (170-185),No,€2.2M,,112908,Independiente del Valle,2018,Serie A,https://cdn.sofifa.net/meta/team/14635/30.png,68,SUB,24,2020-01-01,2025,,,,,,,,,52,72,66,67,62,61,45,39,41,68,65,66,63,60,70,63,61,62,55,65,34,25,65,45,68,48,26,25,23,8,13,11,9,10,
252736,2025-03-01,Hussein Ali -, Hussein Ali,"Hussein Ali (born 1 March 2002) is an Iraqi footballer who plays as a right back for Dutch club SC Heerenveen. In the game FC 25, his overall rating is 62.",https://cdn.sofifa.net/players/252/736/25_120.png,180,73,2002-03-01,RB,62,70,€850K,€6K,Right,3 ,2 ,1 ,,Lean (170-185),No,€1.4M,,1913,SC Heerenveen,10,Eredivisie,https://cdn.sofifa.net/meta/team/1053/30.png,68,SUB,15,2022-07-19,2025,,,,,,,,,49,27,43,58,24,54,40,31,49,61,75,71,73,55,64,49,56,69,57,35,60,58,44,41,35,54,62,59,60,9,12,14,14,11,
72972,2025-03-01,Donfack Ryan Gloire Fosso Ymefack -, Donfack Ryan Gloire Fosso Ymefack,"Ryan Fosso (Donfack Ryan Gloire Fosso Ymefack, born 17 June 2002) is a Swiss footballer who plays as a center midfield for Dutch club Fortuna Sittard. In the game FC 25, his overall rating is 67.",https://cdn.sofifa.net/players/072/972/25_120.png,183,75,2002-06-17,"CM,CDM",67,74,€2.1M,€9K,Right,3 ,2 ,1 ,,Normal (170-185),No,€3.6M,,634,Fortuna Sittard,10,Eredivisie,https://cdn.sofifa.net/meta/team/1459/30.png,69,SUB,80,2024-07-01,2026,,,,,,,,,40,42,49,71,31,66,35,38,69,72,62,70,61,64,62,59,64,75,73,53,56,64,58,67,48,62,53,65,53,8,6,6,7,6,
